video_id,user_id,comment,label,is_quality_related,quality_label,cleaned_comment,tokens,sentiment_score
222,1221,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
311,1310,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
315,1314,Why are you so perfect? Are you a toaster?,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
467,1466,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
2,1001,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
68,1067,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
393,1392,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
237,1236,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
490,1489,"Couldn’t finish watching, had to scroll",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
232,1231,"Average content, nothing special ",neutral,False,1,"average content, nothing special","['average', 'content', ',', 'nothing', 'special']",1
452,1451,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
120,1119,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
178,1177,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
374,1373,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
246,1245,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
307,1306,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
240,1239,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
355,1354,"Didn’t hate it, didn’t love it ",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
213,1212,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
287,1286,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
123,1122,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
144,1143,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
420,1419,Your video just cured my depression. Do you take cash or card?,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
494,1493,Ong you go girl. Don’t come back. ,negative,False,1,ong you go girl. don’t come back.,"['ong', 'you', 'go', 'girl', '.', 'don', '’', 't', 'come', 'back', '.']",0
288,1287,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
141,1140,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
335,1334,"This made my whole day better, tysm! ",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
416,1415,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
462,1461,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
145,1144,"Couldn’t finish watching, had to scroll",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
175,1174,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
371,1370,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
236,1235,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
102,1101,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
457,1456,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
89,1088,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
303,1302,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
444,1443,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
346,1345,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
147,1146,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
40,1039,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
387,1386,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
65,1064,"Certified slay, no notes ",positive,False,1,"certified slay, no notes","['certified', 'slay', ',', 'no', 'notes']",2
160,1159,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
386,1385,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
353,1352,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
425,1424,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
312,1311,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
454,1453,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
270,1269,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
42,1041,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
48,1047,Ong you go girl. Don’t come back. ,negative,False,1,ong you go girl. don’t come back.,"['ong', 'you', 'go', 'girl', '.', 'don', '’', 't', 'come', 'back', '.']",0
368,1367,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
94,1093,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
281,1280,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
77,1076,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
418,1417,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
384,1383,"Didn’t hate it, didn’t love it ",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
350,1349,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
491,1490,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
403,1402,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
55,1054,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
378,1377,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
192,1191,"This made my whole day better, tysm! ",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
72,1071,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
195,1194,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
484,1483,"Couldn’t finish watching, had to scroll",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
235,1234,"Certified slay, no notes  ",positive,False,1,"certified slay, no notes","['certified', 'slay', ',', 'no', 'notes']",2
347,1346,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
450,1449,"Not bad, not great either",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
4,1003,"Didn’t hate it, didn’t love it ",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
96,1095,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
38,1037,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
28,1027,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
258,1257,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
363,1362,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
495,1494,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
496,1495,"Solid attempt, could be better ",neutral,False,1,"solid attempt, could be better","['solid', 'attempt', ',', 'could', 'be', 'better']",1
443,1442,Ong you go girl. Don’t come back. ,negative,False,1,ong you go girl. don’t come back.,"['ong', 'you', 'go', 'girl', '.', 'don', '’', 't', 'come', 'back', '.']",0
316,1315,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
272,1271,"Certified slay, no notes  ",positive,False,1,"certified slay, no notes","['certified', 'slay', ',', 'no', 'notes']",2
295,1294,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
5,1004,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
30,1029,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
187,1186,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
302,1301,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
273,1272,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
361,1360,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
171,1170,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
70,1069,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
174,1173,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
385,1384,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
6,1005,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
156,1155,Pretty mid but I see the effort ,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
328,1327,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
293,1292,How are you real?? Unreal talent,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
91,1090,"Yo, dude, you won't believe what just happened.",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
294,1293,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
481,1480,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
314,1313,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
354,1353,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
64,1063,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
12,1011,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
296,1295,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
131,1130,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
138,1137,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
251,1250,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
254,1253,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
19,1018,You had potential but wasted it ,negative,False,1,you had potential but wasted it,"['you', 'had', 'potential', 'but', 'wasted', 'it']",0
62,1061,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
428,1427,"Couldn’t finish watching, had to scroll",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
445,1444,Ok but what’s the context here? ,neutral,False,1,ok but what’s the context here?,"['ok', 'but', 'what', '’', 's', 'the', 'context', 'here', '?']",1
21,1020,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
81,1080,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
136,1135,The editing? The vibes? Chef’s kiss ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
271,1270,Pretty mid but I see the effort ,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
142,1141,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
401,1400,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
430,1429,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
105,1104,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
320,1319,Pretty mid but I see the effort ,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
435,1434,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
7,1006,You had potential but wasted it ,negative,False,1,you had potential but wasted it,"['you', 'had', 'potential', 'but', 'wasted', 'it']",0
