video_id,user_id,comment,label,is_quality_related,quality_label,cleaned_comment,tokens,sentiment_score
155,1154,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
278,1277,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
389,1388,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
324,1323,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
498,1497,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
149,1148,"This made my whole day better, tysm! ",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
110,1109,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
327,1326,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
280,1279,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
166,1165,"Didn’t hate it, didn’t love it ",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
3,1002,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
379,1378,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
220,1219,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
23,1022,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
344,1343,Pretty mid but I see the effort,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
43,1042,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
41,1040,"Certified slay, no notes  ",positive,False,1,"certified slay, no notes","['certified', 'slay', ',', 'no', 'notes']",2
164,1163,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
257,1256,How are you real?? Unreal talent ,positive,False,1,how are you real?? unreal talent,"['how', 'are', 'you', 'real', '?', '?', 'unreal', 'talent']",2
117,1116,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
252,1251,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
398,1397,"Solid attempt, could be better",neutral,False,1,"solid attempt, could be better","['solid', 'attempt', ',', 'could', 'be', 'better']",1
74,1073,"Certified slay, no notes  ",positive,False,1,"certified slay, no notes","['certified', 'slay', ',', 'no', 'notes']",2
35,1034,Your video just cured my depression. Do you take cash or card?,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
122,1121,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
472,1471,Ong you go girl. Don’t come back. ,negative,False,1,ong you go girl. don’t come back.,"['ong', 'you', 'go', 'girl', '.', 'don', '’', 't', 'come', 'back', '.']",0
333,1332,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
133,1132,"Solid attempt, could be better",neutral,False,1,"solid attempt, could be better","['solid', 'attempt', ',', 'could', 'be', 'better']",1
330,1329,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
358,1357,"Not bad, not great either ",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
440,1439,The editing? The vibes? Chef’s kiss  ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
266,1265,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
446,1445,"Meh, it’s fine I guess",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
9,1008,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
283,1282,The editing? The vibes? Chef’s kiss ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
424,1423,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
372,1371,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
483,1482,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
157,1156,"This made my whole day better, tysm!",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
285,1284,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
383,1382,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
340,1339,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
434,1433,Why are you so perfect? Are you a toaster?,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
301,1300,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
150,1149,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
338,1337,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
226,1225,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
58,1057,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
31,1030,"Not bad, not great either ",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
308,1307,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
27,1026,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
290,1289,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
300,1299,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
60,1059,Pretty mid but I see the effort ,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
193,1192,"Not bad, not great either ",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
78,1077,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
478,1477,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
238,1237,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
306,1305,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
365,1364,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
69,1068,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
113,1112,Pretty mid but I see the effort,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
214,1213,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
130,1129,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
45,1044,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
500,1499,"Didn’t hate it, didn’t love it ",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
165,1164,Bro thought he ate  ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
201,1200,Lowkey the best thing on my FYP today ,positive,False,1,lowkey the best thing on my fyp today,"['lowkey', 'the', 'best', 'thing', 'on', 'my', 'fyp', 'today']",2
263,1262,"This made my whole day better, tysm! ",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
188,1187,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
248,1247,Ok but what’s the context here? ,neutral,False,1,ok but what’s the context here?,"['ok', 'but', 'what', '’', 's', 'the', 'context', 'here', '?']",1
190,1189,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
349,1348,"Whoa, whoa, whoa, whoa, whoa.",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
184,1183,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
488,1487,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
485,1484,Worst thing on my FYP today ,negative,False,1,worst thing on my fyp today,"['worst', 'thing', 'on', 'my', 'fyp', 'today']",0
460,1459,"Unwatchable, my eyes need therapy",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
137,1136,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
334,1333,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
143,1142,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
153,1152,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
297,1296,"Not bad, not great either",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
323,1322,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
487,1486,This was kinda mid ngl ,negative,False,1,this was kinda mid ngl,"['this', 'was', 'kinda', 'mid', 'ngl']",0
382,1381,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
343,1342,"Solid attempt, could be better ",neutral,False,1,"solid attempt, could be better","['solid', 'attempt', ',', 'could', 'be', 'better']",1
230,1229,"Unwatchable, my eyes need therapy ",negative,True,0,"unwatchable, my eyes need therapy","['unwatchable', ',', 'my', 'eyes', 'need', 'therapy']",0
426,1425,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
50,1049,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
1,1000,"If I had a dollar for every time I watched this, I’d buy TikTok. ",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
135,1134,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
67,1066,"This made my whole day better, tysm! ",positive,False,1,"this made my whole day better, tysm!","['this', 'made', 'my', 'whole', 'day', 'better', ',', 'tysm', '!']",2
173,1172,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
436,1435,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
419,1418,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
391,1390,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
305,1304,Singing is a gift. U didn’t receive it. ,negative,False,1,singing is a gift. u didn’t receive it.,"['singing', 'is', 'a', 'gift', '.', 'u', 'didn', '’', 't', 'receive', 'it', '.']",0
310,1309,The editing? The vibes? Chef’s kiss ,positive,True,2,the editing? the vibes? chef’s kiss,"['the', 'editing', '?', 'the', 'vibes', '?', 'chef', '’', 's', 'kiss']",2
80,1079,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
404,1403,Your video just cured my depression. Do you take cash or card? ,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
191,1190,Does it hurt? Though? ,neutral,False,1,does it hurt? though?,"['does', 'it', 'hurt', '?', 'though', '?']",1
299,1298,"Not bad, not great either ",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
463,1462,Ok but what’s the context here? ,neutral,False,1,ok but what’s the context here?,"['ok', 'but', 'what', '’', 's', 'the', 'context', 'here', '?']",1
111,1110,"Couldn’t finish watching, had to scroll ",negative,True,0,"couldn’t finish watching, had to scroll","['couldn', '’', 't', 'finish', 'watching', ',', 'had', 'to', 'scroll']",0
115,1114,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
116,1115,Bro thought he ate ,negative,False,1,bro thought he ate,"['bro', 'thought', 'he', 'ate']",0
322,1321,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
25,1024,"Not bad, not great either ",neutral,False,1,"not bad, not great either","['not', 'bad', ',', 'not', 'great', 'either']",1
161,1160,That edit was painful to sit through ,negative,True,0,that edit was painful to sit through,"['that', 'edit', 'was', 'painful', 'to', 'sit', 'through']",0
215,1214,"If I had a dollar for every time I watched this, I’d buy TikTok.",positive,False,1,"if i had a dollar for every time i watched this, i’d buy tiktok.","['if', 'i', 'had', 'a', 'dollar', 'for', 'every', 'time', 'i', 'watched', 'this', ',', 'i', '’', 'd', 'buy', 'tiktok', '.']",2
32,1031,Pretty mid but I see the effort ,neutral,False,1,pretty mid but i see the effort,"['pretty', 'mid', 'but', 'i', 'see', 'the', 'effort']",1
253,1252,"Meh, it’s fine I guess ",neutral,False,1,"meh, it’s fine i guess","['meh', ',', 'it', '’', 's', 'fine', 'i', 'guess']",1
289,1288,This gave me main character energy  ,positive,False,1,this gave me main character energy,"['this', 'gave', 'me', 'main', 'character', 'energy']",2
37,1036,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
473,1472,Why are you so perfect? Are you a toaster? ,positive,False,1,why are you so perfect? are you a toaster?,"['why', 'are', 'you', 'so', 'perfect', '?', 'are', 'you', 'a', 'toaster', '?']",2
101,1100,"Yo, dude, you won't believe what just happened. ",neutral,False,1,"yo, dude, you won't believe what just happened.","['yo', ',', 'dude', ',', 'you', 'wo', ""n't"", 'believe', 'what', 'just', 'happened', '.']",1
402,1401,"Drip is immaculate, I’m stealing this look  ",positive,False,1,"drip is immaculate, i’m stealing this look","['drip', 'is', 'immaculate', ',', 'i', '’', 'm', 'stealing', 'this', 'look']",2
39,1038,Your video just cured my depression. Do you take cash or card?,positive,False,1,your video just cured my depression. do you take cash or card?,"['your', 'video', 'just', 'cured', 'my', 'depression', '.', 'do', 'you', 'take', 'cash', 'or', 'card', '?']",2
437,1436,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
227,1226,"Didn’t hate it, didn’t love it",neutral,False,1,"didn’t hate it, didn’t love it","['didn', '’', 't', 'hate', 'it', ',', 'didn', '’', 't', 'love', 'it']",1
221,1220,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1,i’m glad you’re coming out of your comfort zone — time to go back.,"['i', '’', 'm', 'glad', 'you', '’', 're', 'coming', 'out', 'of', 'your', 'comfort', 'zone', '—', 'time', 'to', 'go', 'back', '.']",0
163,1162,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1,"whoa, whoa, whoa, whoa, whoa.","['whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', ',', 'whoa', '.']",1
