video_id,user_id,views,captions,subtitles,top_comments,likes,comment_count,shares,saved_count,viewer_retention_percentage,video_file,use_ai_description,combine_descriptions,cluster,sentiment_score,analyzed_comments_count,sentiment_interpretation,sentiment_variance,score_edu_kw,score_edu_zs,score_eco_kw,score_eco_zs,score_educational,score_eco,total_score_raw,total_score,social_value_multiplier,combined_multiplier,quality_sentiment_multiplier,content_flag,engagement_rate,viral_coefficient,save_rate,overall_score,norm_likes,norm_comment_count,norm_shares,norm_saved_count,norm_viewer_retention_percentage,norm_sentiment_score,norm_engagement_rate,norm_viral_coefficient,norm_save_rate,norm_overall_score,video_score,category_total_score,video_money
2001,1,14055,"fps, gaming",Here’s a ranked gaming match with commentary on positioning and decision making.,"Not useful at all. | Too repetitive and unoriginal. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",1195,94,89,194,37.2,,,,9,0.25179546177387235,5,Negative,0.012456013976944968,0.5,0.18022967875003815,0.5,0.0011203717440366745,0.2761607751250267,0.15078426022082567,0.2134725176729262,0.2248112325762431,0.9449622465152486,0.9487400386029167,0.9487400386029167,True,0.09804340092493774,0.006332266097474209,0.013802917111348274,0.29987727706432343,0.49566803465572273,0.45695364238410596,1.0,0.6029411764705883,0.0,0.0,0.5582613088642392,0.7053899820951339,0.936549098054538,0.0,0.3841396646406491,3.649261007152886,1050.3032030296051
2002,4,19998,"adventure, trip highlights","Join me as I explore a new city, sharing highlights and travel tips along the way.","High quality and well presented. | Great explanation, very helpful. | Amazing content, keep it up! | Loved this video! | This was super entertaining.",733,178,58,220,70.55,,,,2,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.008561844937503338,0.5,0.024745678529143333,0.15599329145625232,0.16732197497040033,0.16165763321332632,0.12810999596769415,0.9256219991935388,1.0125397031945913,1.0125397031945913,True,0.04845484548454845,0.0029002900290029,0.011001100110011002,0.7315704432994128,0.26037735849056604,0.8333333333333333,0.28735632183908044,0.6285714285714286,0.9915574963609898,1.0,0.008913833545982682,0.141567695617743,0.6444411230525425,1.0,0.6444639260444169,8.461923484876074,759.9061903051895
2003,13,4213,"funny, internet humor",This video is packed with comedy skits and internet humor for a good time.,"Disliked the presentation style. | Not useful at all. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal.",220,27,16,54,64.61,,,,6,0.25179546177387235,5,Negative,0.012456013976944966,0.2689414213699951,3.4031276300083846e-05,0.5,0.00013393214612733573,0.08070624830440859,0.15009375250228912,0.11540000040334886,0.04178016348882902,0.9083560326977659,0.9377581744576718,0.9377581744576718,True,0.062425824827913604,0.0037977688108236413,0.012817469736529788,0.4095172770643234,0.014693534844668399,0.0,0.03973509933774833,0.06910569105691054,1.0,0.0,0.1461564404941887,0.3150860004822545,0.8111296424972326,0.2581924648636153,0.17676737947258866,5.677439890014892,310.65621212508995
2004,14,5992,"adventure, trip highlights",In this vlog I’m taking you with me on an adventure to discover amazing places.,"Interesting perspective. | This was okay overall. | Not bad, could be better. | Thanks for sharing. | I learned something new.",490,38,38,41,40.33,,,,2,0.5935958933085204,5,Neutral,0.026196112352528556,0.2689414213699951,0.0021295826882123947,0.5,0.0015692176530137658,0.08217313429274721,0.15109845235710964,0.11663579332492843,0.04408650277637511,0.9088173005552751,0.9857486152297753,0.9857486152297753,True,0.09445927903871829,0.006341789052069426,0.006842456608811749,0.5174775359851123,0.14575471698113207,0.12626262626262627,0.17241379310344823,0.0603174603174603,0.11179039301310034,0.6875124278212998,0.5824738901042386,0.7758717919348617,0.1381710282080628,0.5073036445773328,0.30415311481157736,8.461923484876074,358.63579853807545
2005,15,16155,"soccer workout, endurance",Let’s train together! Today I’m going through a soccer workout to build stamina.,"Not bad, could be better. | This was okay overall. | I learned something new. | Interesting perspective. | Thanks for sharing.",1058,78,87,132,65.68,,,,4,0.5935958933085204,5,Neutral,0.026196112352528562,0.5,0.675636351108551,0.5,0.5874978303909302,0.6229454457759857,0.5612484812736511,0.5920969635248183,0.9314315889846824,1.0862863177969366,1.0389893204022738,1.0389893204022738,True,0.07570411637264005,0.005385329619312906,0.008170844939647167,0.6188775359851122,0.42352941176470593,0.4772727272727273,0.649122807017544,0.38823529411764707,0.9394823186292381,0.6875124278212997,0.14203179838120586,0.5204074655399608,0.302151483464949,0.9086703678730439,0.5811570881220366,4.275163927394312,1356.348310390615
2006,3,21523,"comedy, funny skit",I created this comedy sketch to brighten your day and make you smile.,"Amazing content, keep it up! | Great explanation, very helpful. | This was super entertaining. | High quality and well presented. | Loved this video!",2567,88,159,189,45.03,,,,6,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.00012125760258641094,0.5,0.0003585531667340547,0.15008488032181047,0.15025098721671384,0.15016793376926216,0.10666696553176094,0.9213333931063522,1.0112531213684353,1.0112531213684353,True,0.1307438554104911,0.007387445988012824,0.008781303721600148,0.6294904432994127,1.0,0.4013157894736842,0.9867549668874174,0.6178861788617885,0.30220955096222396,1.0,0.9944250037242807,1.0,0.3857146324278575,0.9119150016280207,0.7828451905984096,5.677439890014892,1375.7952531584506
2007,1,7194,"valorant, tips and tricks",Jump into the action with me as I play an FPS match and talk through strategies.,"Disliked the presentation style. | Not useful at all. | Too repetitive and unoriginal. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",814,57,34,72,44.65,,,,5,0.25179546177387235,5,Negative,0.012456013976944968,0.5,0.5675531625747681,0.5,0.006127346772700548,0.5472872138023376,0.15428914274089037,0.35078817827161396,0.4810811118609542,0.9962162223721909,0.9641162313599994,0.9641162313599994,True,0.12579927717542397,0.004726160689463442,0.010008340283569641,0.3296772770643234,0.1565752128666036,0.037837837837837826,0.0,0.0,0.1431213017751479,0.0,1.0,0.14544493981814166,0.5224815228225762,0.0,0.12949501773680328,3.907932069840111,330.6256302090493
2008,9,15975,"music cover, acoustic guitar",Watch this live music session where I share one of my favorite covers.,"Thanks for sharing. | Interesting perspective. | This was okay overall. | Not bad, could be better. | I learned something new.",698,142,71,155,63.04,,,,8,0.5935958933085204,5,Neutral,0.026196112352528562,0.5,0.0007899550837464631,0.5,0.0004889073898084462,0.15055296855862252,0.1503422351728659,0.1504476018657442,0.10718890533828238,0.9214377810676565,0.9895347593834898,0.9895347593834898,True,0.05702660406885759,0.0044444444444444444,0.00970266040688576,0.6083175359851122,0.16443987667009247,1.0,0.5978260869565218,0.5611510791366907,0.8157806753594117,0.6875124278212997,0.06847195406627149,0.4863373484860767,0.3712449514218575,0.6533125075621394,0.5901779670421996,4.191158901684127,1405.0097206581706
2009,7,20062,"tech review, pc setup",Join me as I dive into tech tips and highlight useful Windows shortcuts.,"High quality and well presented. | Great explanation, very helpful. | This was super entertaining. | Amazing content, keep it up! | Loved this video!",1667,155,77,265,62.51,,,,7,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.004903780296444893,0.7310585786300049,0.0008075361256487668,0.15343264620751143,0.2198828488769556,0.18665774754223352,0.17476728365971614,0.9349534567319433,1.0153391404561125,1.0153391404561125,True,0.09465656464958629,0.0038381018841591066,0.013209051938989134,0.6994104432994127,0.8887443070917372,1.0,0.6018518518518519,1.0,0.9875437913585052,1.0,0.613988533313759,0.3882251775892413,1.0,1.0,0.8908400752104148,3.454314055179228,2573.16946957757
2010,9,18664,"acoustic guitar, cover song",Sit back and enjoy as I perform an acoustic guitar cover of a popular song.,"Not useful at all. | Disliked the presentation style. | Too repetitive and unoriginal. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",1729,104,63,126,65.61,,,,8,0.25179546177387235,5,Negative,0.012456013976944968,0.5,0.0014846218982711434,0.5,0.0006907714996486902,0.1510392353287898,0.1504835400497541,0.15076138768927194,0.10777451847786242,0.9215549036955725,0.9417178357570138,0.9417178357570138,True,0.10158594084869267,0.003375482211744535,0.00675096442348907,0.4135172770643234,0.6942446043165467,0.6199999999999999,0.5108695652173914,0.3525179856115108,0.901705115346038,0.0,0.6291151608697771,0.21420683788860903,0.003772544660968175,0.0,0.47600390416272964,4.191158901684127,1133.2007458219034
2011,1,11425,"valorant, clutch gameplay",Jump into the action with me as I play an FPS match and talk through strategies. (variant 2),"This was okay overall. | Interesting perspective. | I learned something new. | Not bad, could be better. | Thanks for sharing.",483,80,67,154,40.78,,,,5,0.5935958933085204,5,Neutral,0.026196112352528562,0.5,0.6199248433113098,0.5,0.00524644972756505,0.5839473903179169,0.15367251480929553,0.3688099525636062,0.5147148423631348,1.002942968472627,1.0139863156049809,1.0139863156049809,True,0.05514223194748359,0.0058643326039387305,0.013479212253829321,0.5192775359851122,0.0,0.16216216216216217,0.2844827586206896,0.3596491228070176,0.0,0.6875124278212997,0.12361119619404455,0.4992354712297551,1.0,0.5533299487759783,0.27986378818411317,3.907932069840111,714.5459567342618
2012,12,6229,"bible verse, reflection",Here’s a short Bible study where I reflect on scripture and pray with you.,"Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal.",362,43,22,87,62.17,,,,0,0.25179546177387235,5,Negative,0.012456013976944966,0.5,0.004690933506935835,0.5,0.00035993088386021554,0.1532836534548551,0.15025195161870214,0.15176780253677863,0.10965277337141491,0.921930554674283,0.941830531050627,0.941830531050627,True,0.06855032910579548,0.0035318670733665114,0.013966928881040296,0.3997572770643234,0.0016844469399213643,0.12295081967213112,0.06410256410256408,0.17197452229299362,1.0,0.0,0.17972288079855475,0.1827835355490596,0.8980052296392449,0.274842845454381,0.2061974327102123,6.266901119398733,328.29243489698143
2013,2,15648,"bible study, scripture reading","Let’s open the Bible, read a few lines, and spend some quiet time in prayer.","High quality and well presented. | This was super entertaining. | Amazing content, keep it up! | Loved this video! | Great explanation, very helpful.",1478,150,112,90,52.44,,,,0,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.0018430263735353947,0.5,0.003078125650063157,0.15129011846147478,0.1521546879550442,0.15172240320825947,0.10956804537761955,0.9219136090755239,1.0114271861591866,1.0114271861591866,True,0.1111963190184049,0.007157464212678937,0.005751533742331288,0.6591304432994127,0.6282987085906793,1.0,0.641025641025641,0.18152866242038213,0.622135922330097,1.0,0.8079488033137739,0.960089293298403,0.0,0.9701887198453696,0.7365078112991027,6.266901119398733,1172.6137397250625
2014,10,5964,"homemade meal, cooking guide","Here’s a cooking tutorial where I walk you through ingredients, preparation, and plating.","Amazing content, keep it up! | Loved this video! | This was super entertaining. | Great explanation, very helpful. | High quality and well presented.",663,34,22,30,47.41,,,,3,0.7489507388323545,5,Positive,0.0170368024621816,0.7310585786300049,0.9986476302146912,0.5,0.004666940774768591,0.9183709147392852,0.153266858542338,0.5358188866408116,0.8264007723497885,1.0652801544699577,1.054437149777517,1.054437149777517,True,0.12055667337357479,0.003688799463447351,0.005030181086519115,0.6390104432994127,0.12383561643835618,0.056994818652849714,0.02985074626865671,0.006493506493506536,0.2670651148159798,1.0,1.0,0.2912152064901541,0.0,0.7909731716764489,0.40060145051614154,3.9159977832460084,1020.7057089738225
2015,10,8237,"baking, kitchen tips","In this video I’m preparing a homemade dish, explaining each step so you can follow along easily.","Disliked the presentation style. | Not useful at all. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this.",500,34,50,65,61.7,,,,3,0.25179546177387235,5,Negative,0.012456013976944966,0.5,0.9728801250457764,0.5,0.005402572453022003,0.8310160875320435,0.1537818007171154,0.4923989441245794,0.745366872948439,1.0490733745896879,0.9799733770252484,0.9799733770252484,True,0.0708995993687022,0.006070171178827243,0.007891222532475416,0.3978772770643234,0.03452054794520551,0.056994818652849714,0.23880597014925373,0.12012987012987011,0.7165775401069521,0.0,0.0,0.7468347083164891,0.336714584774473,0.20543296556891746,0.16733797398154066,3.9159977832460084,426.36596834835797
2016,9,14834,"cover, guitar, music",Here’s my version of a song on guitar — hope you like the performance.,"High quality and well presented. | Great explanation, very helpful. | Amazing content, keep it up! | This was super entertaining. | Loved this video!",764,136,80,134,65.58,,,,8,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.025839976966381073,0.5,0.002834551502019167,0.16808798387646673,0.15198418605141342,0.16003608496394006,0.1250837280801658,0.9250167456160332,1.0123581271213395,1.0123581271213395,True,0.06606444654172847,0.005393016044222732,0.009033301874073075,0.7116904432994127,0.19835560123329907,0.9399999999999998,0.6956521739130435,0.41007194244604317,0.9007021063189569,1.0,0.18218560765162473,0.7278194756272219,0.2879129306371282,1.0,0.6875885250765292,4.191158901684127,1636.9105854411891
2017,15,7279,"fitness, soccer, training",In this fitness video I’ll demonstrate drills that improve soccer performance.,"Poor quality, needs improvement. | Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Too repetitive and unoriginal.",757,67,42,107,47.29,,,,4,0.25179546177387235,5,Negative,0.012456013976944966,0.5,0.02065221220254898,0.5,0.0003545292711351067,0.1644565485417843,0.15024817048979458,0.15735235951578944,0.12007513697240514,0.924015027394481,0.9424558728666864,0.9424558728666864,True,0.11897238631680176,0.005770023354856436,0.014699821404039016,0.3402372770643234,0.24647058823529414,0.3522727272727273,0.25438596491228077,0.2901960784313726,0.2690484870579658,0.0,0.9694205005473903,0.6045399919127565,1.0,0.08704545275744725,0.26433173119048686,4.275163927394312,616.9173607455969
2018,14,24354,"adventure, vlog",Travel with me as I document my journey and show you the sights I visited.,"This was super entertaining. | Amazing content, keep it up! | Loved this video! | Great explanation, very helpful. | High quality and well presented.",2013,81,180,139,41.42,,,,2,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.002197546185925603,0.5,0.0066238632425665855,0.1515382823301479,0.15463670426979662,0.15308749329997226,0.11211568977222647,0.9224231379544453,1.0115800448228631,1.0115800448228631,True,0.09337275190933728,0.007390983000739098,0.005707481317237415,0.6150504432994127,0.8641509433962264,0.3434343434343434,0.9885057471264368,0.3714285714285714,0.14352256186317325,1.0,0.5689276182857614,0.9692491588937835,0.0,0.7318501577001354,0.6732960756757147,8.461923484876074,793.9030178997237
2019,10,18968,"baking, kitchen tips","Here’s a cooking tutorial where I walk you through ingredients, preparation, and plating. (variant 2)","Too repetitive and unoriginal. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Not useful at all.",1383,83,57,243,70.71,,,,3,0.25179546177387235,5,Negative,0.012456013976944968,0.7310585786300049,0.9983568787574768,0.5,0.0020377766340970993,0.9181673887192352,0.15142644364386795,0.5347969161815516,0.824493486282888,1.0648986972565777,0.9847209738253154,0.9847209738253154,True,0.08029312526360186,0.0030050611556305356,0.012811050189793336,0.43391727706432337,0.5183561643835617,0.310880829015544,0.29104477611940294,0.6980519480519479,1.0,0.0,0.18916792991020615,0.16039795306637175,0.9157267235664931,0.29294838021553427,0.3936544697553213,3.9159977832460084,1003.0052665176992
2020,8,13264,"makeup, skincare",Here’s a step-by-step guide to achieving this makeup look.,"Great explanation, very helpful. | This was super entertaining. | Loved this video! | Amazing content, keep it up! | High quality and well presented.",704,99,38,129,68.17,,,,1,0.7489507388323545,5,Positive,0.0170368024621816,0.7310585786300049,0.9777389168739319,0.5,0.09421108663082123,0.9037348154007537,0.21594776064157484,0.5598412880211643,0.8712333710135617,1.0742466742027124,1.0571271056973433,1.0571271056973433,True,0.06340470446320869,0.002864897466827503,0.009725572979493365,0.7220504432994127,0.39400921658986177,0.5798319327731092,0.3086419753086419,0.5763888888888888,0.9083750894774516,1.0,0.2520752800429328,0.05130471303297328,0.32313223869256386,0.9750276285048137,0.6390386854314898,4.404995834172233,1447.4784658361407
2021,4,16946,"travel diary, exploring",In this vlog I’m taking you with me on an adventure to discover amazing places. (variant 2),"Amazing content, keep it up! | Great explanation, very helpful. | High quality and well presented. | This was super entertaining. | Loved this video!",619,144,46,107,46.14,,,,2,0.7489507388323545,5,Positive,0.0170368024621816,0.2689414213699951,0.0045669786632061005,0.5,0.0023514810018241405,0.0838793114752428,0.15164603670127688,0.11776267408825984,0.046189581157443343,0.9092379162314886,1.007624478305976,1.007624478305976,True,0.04773987961760887,0.0027145048979110116,0.006314174436445179,0.6339304432994127,0.20660377358490567,0.6616161616161617,0.2183908045977011,0.2698412698412698,0.28093158660844253,1.0,0.0,0.10732556191479817,0.07385835860040255,0.7752990851170719,0.46226699109672376,8.461923484876074,545.0724763824002
2022,6,3420,"hockey, nhl, sports",In this video I’ll discuss hockey strategies and show key sports moments.,"Not bad, could be better. | Thanks for sharing. | Interesting perspective. | This was okay overall. | I learned something new.",108,25,8,30,64.5,,,,9,0.5935958933085204,5,Neutral,0.026196112352528562,0.5,0.007957699708640575,0.5,0.00016410027456004173,0.1555703897960484,0.15011487019219202,0.1528426299941202,0.11165870555383237,0.9223317411107665,0.9898029473964227,0.9898029473964227,True,0.0412280701754386,0.0023391812865497076,0.008771929824561403,0.6141575359851121,0.0,0.0,0.0,0.0,0.7127937336814623,0.6875124278212996,0.0,0.0,0.4300663949015252,0.7295359658599571,0.27879716700754426,3.649261007152886,762.2788908756118
2023,1,12834,"fps, gaming highlights",Here’s a ranked gaming match with commentary on positioning and decision making. (variant 2),"Disliked the presentation style. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Not useful at all. | Really boring, I didn't enjoy this.",1055,56,67,113,39.14,,,,9,0.25179546177387235,5,Negative,0.012456013976944966,0.5,0.18871454894542694,0.5,0.0010368621442466974,0.28210018426179884,0.15072580350097267,0.21641299388138574,0.2302989932562416,0.9460597986512483,0.9490693042437166,0.9490693042437166,True,0.09178743961352658,0.005220508025557114,0.008804737416238117,0.3076372770643234,0.43182854537163695,0.2052980132450331,0.7283950617283951,0.3051470588235294,0.05065274151436021,0.0,0.4967909081142932,0.5089947028618456,0.4333692213189171,0.018013218884677423,0.27652519241305923,3.649261007152886,756.0669257664588
2024,8,22277,"skincare, makeup haul",In this video I’ll share a makeup tutorial with tips for beginners.,"Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Not useful at all. | Too repetitive and unoriginal.",1051,85,67,166,67.94,,,,1,0.25179546177387235,5,Negative,0.012456013976944966,0.7310585786300049,0.1628393530845642,0.5,0.0004436987219378352,0.3333051207481964,0.15031058910535647,0.24180785492677642,0.2776929900238359,0.9555385980047673,0.9519129440497722,0.9519129440497722,True,0.054001885352605826,0.0030075862997710643,0.007451631727790995,0.4228372770643234,0.6605222734254992,0.4621848739495798,0.6666666666666665,0.8333333333333334,0.9001431639226912,0.0,0.14604699785567252,0.09385614117105062,0.0,0.24533404027497385,0.4845790936379653,4.404995834172233,1097.6139927455883
2025,13,4703,"jokes, memes",Laugh with me as I go through some hilarious memes and funny moments.,"Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Too repetitive and unoriginal. | Poor quality, needs improvement.",554,31,32,37,63.11,,,,6,0.25179546177387235,5,Negative,0.012456013976944966,0.11920292202211755,0.00012339980457909405,0.5,0.0007523983949795365,0.035847256469840626,0.15052667887648566,0.09318696767316315,0.0003243587285202183,0.900064871745704,0.9352708261720533,0.9352708261720533,True,0.13119285562406974,0.006804167552625983,0.007867318732723793,0.4035172770643234,0.154911838790932,0.026315789473684275,0.14569536423841056,0.0,0.9465431218816822,0.0,1.0,0.888709890529468,0.28937990986990275,0.24036149353325512,0.27023044347349584,5.677439890014892,474.9109604997985
2026,13,4659,"comedy, funny skit",Laugh with me as I go through some hilarious memes and funny moments. (variant 2),"Not useful at all. | Disliked the presentation style. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this.",185,41,10,43,42.89,,,,6,0.25179546177387235,5,Negative,0.012456013976944966,0.11920292202211755,0.00012111790420021862,0.5,0.0007200572290457785,0.035845659139575416,0.15050404006033205,0.09317484959995373,0.0003017429748254059,0.9000603485949651,0.9352694692268316,0.9352694692268316,True,0.0506546469199399,0.0021463833440652502,0.009229448379480575,0.32263727706432344,0.0,0.09210526315789477,0.0,0.024390243902439063,0.22594440484675707,0.0,0.0,0.0,0.43294942491150157,0.0,0.04738331669620484,5.677439890014892,94.22456225783557
2027,3,11431,"jokes, memes","Enjoy a set of jokes, memes, and funny clips I’ve put together.","Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal. | Disliked the presentation style. | Not useful at all.",808,52,49,167,46.35,,,,6,0.25179546177387235,5,Negative,0.012456013976944966,0.2689414213699951,0.00013491720892488956,0.5,0.0003316525253467262,0.08077686845724595,0.1502321567677427,0.11550451261249434,0.04197521284521501,0.908395042569043,0.937769877419055,0.937769877419055,True,0.07952060187210218,0.004286589099816289,0.014609395503455516,0.3364772770643234,0.26154492023509657,0.16447368421052633,0.2582781456953642,0.5284552845528455,0.34925160370634367,0.0,0.3584131732828333,0.4083534010459821,1.0,0.041130107202030745,0.23161662486869505,5.677439890014892,407.04989552704484
2028,2,21267,"bible, prayer",Join me for a time of scripture reading and prayer together.,"This was okay overall. | I learned something new. | Interesting perspective. | Thanks for sharing. | Not bad, could be better.",1393,75,103,204,56.84,,,,0,0.5935958933085204,5,Neutral,0.026196112352528556,0.5,0.005054831504821777,0.5,0.0036449094768613577,0.15353838205337525,0.15255143663380294,0.1530449093435891,0.11203621605951085,0.9224072432119022,0.9898255980267634,0.9898255980267634,True,0.07387031551229604,0.004843184276108525,0.009592326139088728,0.5835175359851121,0.5805727119595733,0.3852459016393443,0.5833333333333334,0.5445859872611465,0.7930097087378641,0.6875124278212998,0.25809257921195816,0.463921889525264,0.4198278475974589,0.7674803058837937,0.5867509833197331,6.266901119398733,934.1818977103742
2029,8,11043,"makeup tutorial, beauty tips",I’m sharing my favorite skincare hacks and beauty advice in today’s video.,"Great explanation, very helpful. | This was super entertaining. | Amazing content, keep it up! | High quality and well presented. | Loved this video!",562,76,36,160,48.45,,,,1,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.001296768430620432,0.5,0.0011152377119287848,0.1509077379014343,0.15078066639835014,0.15084420214989222,0.10792907369562604,0.9215858147391253,1.0113288478582672,1.0113288478582672,True,0.061034139273748074,0.0032599837000814994,0.014488816444806665,0.6431704432994128,0.2849462365591398,0.38655462184873945,0.28395061728395055,0.7916666666666667,0.20257695060844674,1.0,0.22534425906987157,0.16912390824147727,1.0,0.7826623293309574,0.5093018326818357,4.404995834172233,1153.6131571128062
2030,15,10292,"soccer workout, endurance",This training session covers soccer practice routines you can try yourself.,"This was okay overall. | Interesting perspective. | Not bad, could be better. | Thanks for sharing. | I learned something new.",1002,45,43,55,61.77,,,,4,0.5935958933085204,5,Neutral,0.026196112352528556,0.8807970779778823,0.8013105392456055,0.5,0.005598726682364941,0.8251565008652886,0.15391910867765546,0.489537804771472,0.7400271772907059,1.0480054354581412,1.027505055700635,1.027505055700635,True,0.10590750097162845,0.004178002331908278,0.005343956471045472,0.6032375359851122,0.3905882352941177,0.10227272727272725,0.26315789473684215,0.0862745098039216,0.7969376594969013,0.6875124278212997,0.7195898846331634,0.25636496766915234,0.0,0.8625527905991117,0.46794804440827664,4.275163927394312,1092.1324928424144
2031,15,12294,"soccer drills, fitness",Let’s train together! Today I’m going through a soccer workout to build stamina. (variant 2),"Interesting perspective. | Not bad, could be better. | I learned something new. | This was okay overall. | Thanks for sharing.",1081,43,41,70,56.73,,,,4,0.5935958933085204,5,Neutral,0.026196112352528562,0.5,0.6960324048995972,0.5,0.2810342609882355,0.637222683429718,0.34672398269176485,0.4919733330607414,0.74457256226693,1.048914512453386,1.0277777787992086,1.0277777787992086,True,0.09476167236050105,0.0033349601431592645,0.00569383439075972,0.5830775359851121,0.4370588235294118,0.07954545454545453,0.24561403508771934,0.1450980392156863,0.6131972293109733,0.6875124278212997,0.5064560412641438,0.07199162694372199,0.03739664074033385,0.8031071155452452,0.43083036191269525,4.275163927394312,1005.5044417225674
2032,3,20864,"comedy, meme",This video is packed with comedy skits and internet humor for a good time. (variant 2),"Not useful at all. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this. | Disliked the presentation style.",1989,176,77,110,43.25,,,,6,0.25179546177387235,5,Negative,0.012456013976944966,0.2689414213699951,3.862670928356238e-05,0.5,0.00020473568292800337,0.08070946510749702,0.15014331497804959,0.1154263900427733,0.041829414023547236,0.9083658828047094,0.937761129489755,0.937761129489755,True,0.10745782208588957,0.0036905674846625766,0.005272239263803681,0.32407727706432343,0.7573467674223343,0.9802631578947368,0.4437086092715232,0.2967479674796748,0.23877405559515336,0.0,0.705294742457277,0.2946318801170148,0.015856532903278292,0.004279433119286428,0.41970436993526966,5.677439890014892,737.6008524053328
2033,14,24081,"travel diary, exploring",Travel with me as I document my journey and show you the sights I visited. (variant 2),"Amazing content, keep it up! | Great explanation, very helpful. | Loved this video! | This was super entertaining. | High quality and well presented.",902,211,182,281,57.35,,,,2,0.7489507388323545,5,Positive,0.0170368024621816,0.5,0.002456137677654624,0.5,0.005662472452968359,0.15171929637435824,0.15396373071707783,0.15284151354571804,0.1116566219451893,0.9223313243890379,1.0115525007532409,1.0115525007532409,True,0.053776836510111704,0.007557825671691375,0.011668950624974046,0.6787704432994127,0.3400943396226415,1.0,1.0,0.8222222222222223,0.6072780203784571,1.0,0.07526573134796988,1.0,0.7257447364675349,0.8784902877322961,0.7503493347302247,8.461923484876074,884.7587604361585
